4028,224
4528,5793402
5028,7431000
5528,7968000
6028,7971000
6528,4923000
7028,2688000
7528,1854000
8028,1365000
8528,1089000
9028,915000
9528,810000
10028,720000
10528,711000
11028,645000
11528,570000
12028,552000
12528,555000
13028,513000
13528,489000
14028,477000
14528,339000
15028,906000
15528,1053000
16028,1263000
16528,1458000
17028,1500000
17528,1566000
18028,1722000
18528,1953000
19028,2175000
19528,2316000
20028,2496000
20528,2604000
21028,2835000
21528,2472000
22028,2334000
22528,2346000
23028,2415000
23528,2004000
24028,1854000
24528,1155000
25028,1338000
25528,2019000
26028,2073000
26528,2265000
27028,2667000
27528,2358000
28028,2229000
28528,2328000
29028,2304000
29528,2298000
30028,2286000
30528,2298000
31028,2292000
31528,2292000
32028,2268000
32528,2289000
33028,2286000
33528,2274000
34028,2286000
34528,2304000
35028,2304000
35528,2292000
36028,2298000
36528,2334000
37028,2064000
37528,2421000
38028,2484000
38528,2451000
39028,2487000
39528,2478000
40028,2487000
40528,2469000
41028,2490000
41528,2463000
42028,2463000
42528,2475000
43028,2505000
43528,2469000
44028,2475000
44528,2496000
45028,2493000
45528,2451000
46028,2481000
46528,2466000
47028,2529000
47528,2355000
48028,2487000
48528,2490000
49028,2478000
49528,2487000
50028,2469000
50528,2496000
51028,2472000
51528,2475000
52028,2469000
52528,2472000
53028,2469000
53528,2463000
54028,2475000
54528,2478000
55028,2490000
55528,2499000
56028,2451000
56528,2484000
57028,2463000
57528,2505000
58028,2286000
58528,2292000
59028,2313000
59528,2310000
60028,2550000
60528,3306000
61028,3183000
61528,3090000
62028,3087000
62528,5712000
63028,5700000
63528,4926000
64028,4836000
