1972,224
2472,6789402
2972,8400000
3472,8430000
3972,8436000
4472,4251000
4972,1797000
5472,1263000
5972,1209000
6472,756000
6972,456000
7472,519000
7972,543000
8472,528000
8972,501000
9472,483000
9972,477000
10472,477000
10972,429000
11472,423000
11972,417000
12472,297000
12972,777000
13472,1218000
13972,1716000
14472,2106000
14972,2502000
15472,2823000
15972,3087000
16472,3552000
16972,3213000
17472,3177000
17972,3069000
18472,2934000
18972,2814000
19472,2601000
19972,2484000
20472,2403000
20972,2355000
21472,1908000
21972,1749000
22472,1125000
22972,1131000
23472,1674000
23972,1839000
24472,1965000
24972,2202000
25472,2058000
25972,2046000
26472,2025000
26972,2844000
27472,2487000
27972,2502000
28472,2481000
28972,2451000
29472,2460000
29972,2487000
30472,2472000
30972,2463000
31472,2481000
31972,2517000
32472,2520000
32972,2547000
33472,2586000
33972,2610000
34472,2610000
34972,2616000
35472,2649000
35972,2643000
36472,2655000
36972,2586000
37472,2547000
37972,2514000
38472,2502000
38972,2502000
39472,2535000
39972,2526000
40472,2520000
40972,2499000
41472,2532000
41972,2508000
42472,2520000
42972,2520000
43472,2475000
43972,2523000
44472,2520000
44972,2502000
45472,2502000
45972,2499000
46472,2523000
46972,2526000
47472,2553000
47972,2517000
48472,2532000
48972,2529000
49472,2505000
49972,2472000
50472,2490000
50972,2499000
51472,2532000
51972,2517000
52472,2526000
52972,2508000
53472,2505000
53972,2496000
54472,2493000
54972,2532000
55472,2502000
55972,2502000
56472,2493000
56972,2523000
57472,2478000
57972,2550000
58472,2622000
58972,2679000
59472,2676000
59972,2559000
60472,3150000
60972,3525000
61472,3657000
61972,3738000
