0,224
500,9081402
1000,9930000
1500,9930000
2000,9927000
2500,2670000
3000,1527000
3500,1509000
4000,1497000
4500,741000
5000,789000
5500,777000
6000,741000
6500,453000
7000,333000
7500,420000
8000,453000
8500,441000
9000,417000
9500,405000
10000,393000
10500,288000
11000,924000
11500,1464000
12000,1947000
12500,2472000
13000,2799000
13500,3312000
14000,3624000
14500,4107000
15000,4230000
15500,4356000
16000,4332000
16500,4443000
17000,3801000
17500,3426000
18000,3132000
18500,2901000
19000,2475000
19500,2265000
20000,1929000
20500,1239000
21000,1401000
21500,1860000
22000,2016000
22500,2244000
23000,2310000
23500,2259000
24000,2292000
24500,2352000
25000,2466000
25500,2076000
26000,2046000
26500,1866000
27000,2532000
27500,2187000
28000,2193000
28500,2163000
29000,2154000
29500,2160000
30000,2154000
30500,2154000
31000,2127000
31500,2142000
32000,2139000
32500,2115000
33000,2088000
33500,2091000
34000,2082000
34500,2058000
35000,2046000
35500,2055000
36000,2052000
36500,2052000
37000,2214000
37500,2352000
38000,2472000
38500,2493000
39000,2463000
39500,2442000
40000,2490000
40500,2484000
41000,2475000
41500,2442000
42000,2475000
42500,2472000
43000,2451000
43500,2490000
44000,2457000
44500,2469000
45000,2469000
45500,2487000
46000,2478000
46500,2469000
47000,2421000
47500,2496000
48000,2469000
48500,2472000
49000,2472000
49500,2475000
50000,2454000
50500,2472000
51000,2469000
51500,2478000
52000,2457000
52500,2454000
53000,2496000
53500,2493000
54000,2493000
54500,2508000
55000,2460000
55500,2481000
56000,2481000
56500,2484000
57000,2490000
57500,2487000
58000,2535000
58500,2391000
59000,2277000
59500,2298000
60000,2253000
