14,224
514,9159402
1014,9936000
1514,9933000
2014,9924000
2514,2625000
3014,1524000
3514,1506000
4014,1500000
4514,738000
5014,795000
5514,771000
6014,747000
6514,459000
7014,327000
7514,423000
8014,447000
8514,438000
9014,420000
9514,402000
10014,396000
10514,297000
11014,984000
11514,1500000
12014,2010000
12514,2499000
13014,2874000
13514,3324000
14014,3714000
14514,4239000
15014,4287000
15514,4374000
16014,4368000
16514,4446000
17014,3852000
17514,3324000
18014,3045000
18514,2871000
19014,2424000
19514,2229000
20014,1881000
20514,924000
21014,1794000
21514,1881000
22014,1983000
22514,2175000
23014,2421000
23514,2385000
24014,2334000
24514,2340000
25014,2403000
25514,2163000
26014,2028000
26514,1791000
27014,2433000
27514,2184000
28014,2094000
28514,2193000
29014,2145000
29514,2151000
30014,2148000
30514,2175000
31014,2133000
31514,2133000
32014,2121000
32514,2133000
33014,2094000
33514,2082000
34014,2058000
34514,2073000
35014,2046000
35514,2046000
36014,2040000
36514,2052000
37014,1932000
37514,2382000
38014,2466000
38514,2493000
39014,2463000
39514,2451000
40014,2487000
40514,2484000
41014,2472000
41514,2445000
42014,2475000
42514,2469000
43014,2451000
43514,2469000
44014,2478000
44514,2466000
45014,2463000
45514,2490000
46014,2484000
46514,2460000
47014,2427000
47514,2496000
48014,2472000
48514,2469000
49014,2472000
49514,2472000
50014,2457000
50514,2469000
51014,2475000
51514,2478000
52014,2463000
52514,2451000
53014,2499000
53514,2496000
54014,2502000
54514,2505000
55014,2457000
55514,2478000
56014,2475000
56514,2490000
57014,2478000
57514,2475000
58014,2541000
58514,2391000
59014,2280000
59514,2304000
60014,2259000
