4057,224
4557,5640402
5057,7425000
5557,7926000
6057,7992000
6557,4791000
7057,2856000
7557,1917000
8057,1383000
8557,1095000
9057,927000
9557,807000
10057,720000
10557,711000
11057,633000
11557,585000
12057,561000
12557,549000
13057,507000
13557,495000
14057,471000
14557,315000
15057,855000
15557,1035000
16057,1233000
16557,1449000
17057,1413000
17557,1554000
18057,1737000
18557,1887000
19057,2145000
19557,2334000
20057,2427000
20557,2685000
21057,2610000
21557,2472000
22057,2397000
22557,2514000
23057,2313000
23557,1992000
24057,1851000
24557,1581000
25057,945000
25557,1836000
26057,2052000
26557,2268000
27057,2868000
27557,2349000
28057,2334000
28557,2334000
29057,2301000
29557,2298000
30057,2298000
30557,2280000
31057,2280000
31557,2292000
32057,2283000
32557,2286000
33057,2280000
33557,2280000
34057,2295000
34557,2298000
35057,2298000
35557,2292000
36057,2304000
36557,2328000
37057,2394000
37557,2403000
38057,2481000
38557,2451000
39057,2493000
39557,2475000
40057,2481000
40557,2466000
41057,2493000
41557,2457000
42057,2460000
42557,2475000
43057,2511000
43557,2475000
44057,2472000
44557,2499000
45057,2490000
45557,2451000
46057,2475000
46557,2475000
47057,2529000
47557,2361000
48057,2481000
48557,2487000
49057,2478000
49557,2487000
50057,2475000
50557,2490000
51057,2478000
51557,2475000
52057,2469000
52557,2469000
53057,2466000
53557,2463000
54057,2481000
54557,2478000
55057,2490000
55557,2505000
56057,2457000
56557,2484000
57057,2463000
57557,2502000
58057,2292000
58557,2292000
59057,2316000
59557,2313000
60057,2550000
60557,3321000
61057,3180000
61557,3090000
62057,3090000
62557,5742000
63057,5697000
63557,4914000
64057,4839000
